game_id,season,date,week,game_type,home,away,away_q1,away_q2,away_q3,away_q4,away_ot,away_total,away_team_x,home_q1,home_q2,home_q3,home_q4,home_ot,home_total,home_team_x,away_team_y,home_team_y,away_first_downs,away_total_yards,away_turnovers,home_first_downs,home_total_yards,home_turnovers,away_fourth_down_conv_att,away_third_down_conv_att,away_fourth_down_conv_made,away_third_down_conv_made,home_fourth_down_conv_att,home_third_down_conv_att,home_fourth_down_conv_made,home_third_down_conv_made,away_time_of_possession_seconds,home_time_of_possession_seconds,point_diff,winner,loser
200412190kan,2004,2004-12-19,,,Kansas City Chiefs,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190chi,2004,2004-12-19,,,Chicago Bears,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190phi,2004,2004-12-19,,,Philadelphia Eagles,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190nyj,2004,2004-12-19,,,New York Jets,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190cin,2004,2004-12-19,,,Cincinnati Bengals,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190cle,2004,2004-12-19,,,Cleveland Browns,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190det,2004,2004-12-19,,,Detroit Lions,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190crd,2004,2004-12-19,,,Arizona Cardinals,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190tam,2004,2004-12-19,,,Tampa Bay Buccaneers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190gnb,2004,2004-12-19,,,Green Bay Packers,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190rai,2004,2004-12-19,,,Oakland Raiders,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412190clt,2004,2004-12-19,,,Indianapolis Colts,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412200mia,2004,2004-12-20,,,Miami Dolphins,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412240min,2004,2004-12-24,,,Minnesota Vikings,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412250kan,2004,2004-12-25,,,Kansas City Chiefs,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412250oti,2004,2004-12-25,,,Tennessee Titans,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260clt,2004,2004-12-26,,,Indianapolis Colts,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260pit,2004,2004-12-26,,,Pittsburgh Steelers,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260nor,2004,2004-12-26,,,New Orleans Saints,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260det,2004,2004-12-26,,,Detroit Lions,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260cin,2004,2004-12-26,,,Cincinnati Bengals,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260jax,2004,2004-12-26,,,Jacksonville Jaguars,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260nyj,2004,2004-12-26,,,New York Jets,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260sfo,2004,2004-12-26,,,San Francisco 49ers,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260tam,2004,2004-12-26,,,Tampa Bay Buccaneers,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260dal,2004,2004-12-26,,,Dallas Cowboys,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260sea,2004,2004-12-26,,,Seattle Seahawks,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412260mia,2004,2004-12-26,,,Miami Dolphins,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200412270ram,2004,2004-12-27,,,St. Louis Rams,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020buf,2004,2005-01-02,,,Buffalo Bills,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020car,2004,2005-01-02,,,Carolina Panthers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020htx,2004,2005-01-02,,,Houston Texans,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020rav,2004,2005-01-02,,,Baltimore Ravens,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020nwe,2004,2005-01-02,,,New England Patriots,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020ram,2004,2005-01-02,,,St. Louis Rams,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020chi,2004,2005-01-02,,,Chicago Bears,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020oti,2004,2005-01-02,,,Tennessee Titans,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020was,2004,2005-01-02,,,Washington Redskins,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020phi,2004,2005-01-02,,,Philadelphia Eagles,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020sea,2004,2005-01-02,,,Seattle Seahawks,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020crd,2004,2005-01-02,,,Arizona Cardinals,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020den,2004,2005-01-02,,,Denver Broncos,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020rai,2004,2005-01-02,,,Oakland Raiders,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020sdg,2004,2005-01-02,,,San Diego Chargers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501020nyg,2004,2005-01-02,,,New York Giants,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501080sea,2004,2005-01-08,,,Seattle Seahawks,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501080sdg,2004,2005-01-08,,,San Diego Chargers,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501090clt,2004,2005-01-09,,,Indianapolis Colts,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501090gnb,2004,2005-01-09,,,Green Bay Packers,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501150pit,2004,2005-01-15,,,Pittsburgh Steelers,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501150atl,2004,2005-01-15,,,Atlanta Falcons,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501160phi,2004,2005-01-16,,,Philadelphia Eagles,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501160nwe,2004,2005-01-16,,,New England Patriots,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501230phi,2004,2005-01-23,,,Philadelphia Eagles,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501230pit,2004,2005-01-23,,,Pittsburgh Steelers,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200502060nwe,2004,2005-02-06,,,New England Patriots,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509080nwe,2005,2005-09-08,,,New England Patriots,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110kan,2005,2005-09-11,,,Kansas City Chiefs,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110buf,2005,2005-09-11,,,Buffalo Bills,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110min,2005,2005-09-11,,,Minnesota Vikings,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110pit,2005,2005-09-11,,,Pittsburgh Steelers,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110car,2005,2005-09-11,,,Carolina Panthers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110was,2005,2005-09-11,,,Washington Redskins,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110cle,2005,2005-09-11,,,Cleveland Browns,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110mia,2005,2005-09-11,,,Miami Dolphins,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110jax,2005,2005-09-11,,,Jacksonville Jaguars,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110sdg,2005,2005-09-11,,,San Diego Chargers,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110sfo,2005,2005-09-11,,,San Francisco 49ers,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110nyg,2005,2005-09-11,,,New York Giants,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110det,2005,2005-09-11,,,Detroit Lions,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509110rav,2005,2005-09-11,,,Baltimore Ravens,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509120atl,2005,2005-09-12,,,Atlanta Falcons,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180clt,2005,2005-09-18,,,Indianapolis Colts,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180tam,2005,2005-09-18,,,Tampa Bay Buccaneers,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180car,2005,2005-09-18,,,Carolina Panthers,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180chi,2005,2005-09-18,,,Chicago Bears,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180htx,2005,2005-09-18,,,Houston Texans,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180cin,2005,2005-09-18,,,Cincinnati Bengals,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180oti,2005,2005-09-18,,,Tennessee Titans,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180phi,2005,2005-09-18,,,Philadelphia Eagles,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180crd,2005,2005-09-18,,,Arizona Cardinals,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180sea,2005,2005-09-18,,,Seattle Seahawks,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180gnb,2005,2005-09-18,,,Green Bay Packers,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180den,2005,2005-09-18,,,Denver Broncos,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180nyj,2005,2005-09-18,,,New York Jets,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509180rai,2005,2005-09-18,,,Oakland Raiders,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509190nor,2005,2005-09-19,,,New Orleans Saints,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509190dal,2005,2005-09-19,,,Dallas Cowboys,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250clt,2005,2005-09-25,,,Indianapolis Colts,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250min,2005,2005-09-25,,,Minnesota Vikings,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250buf,2005,2005-09-25,,,Buffalo Bills,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250mia,2005,2005-09-25,,,Miami Dolphins,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250chi,2005,2005-09-25,,,Chicago Bears,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250gnb,2005,2005-09-25,,,Green Bay Packers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250ram,2005,2005-09-25,,,St. Louis Rams,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250nyj,2005,2005-09-25,,,New York Jets,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250phi,2005,2005-09-25,,,Philadelphia Eagles,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250sfo,2005,2005-09-25,,,San Francisco 49ers,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250sea,2005,2005-09-25,,,Seattle Seahawks,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250pit,2005,2005-09-25,,,Pittsburgh Steelers,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509250sdg,2005,2005-09-25,,,San Diego Chargers,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200509260den,2005,2005-09-26,,,Denver Broncos,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020tam,2005,2005-10-02,,,Tampa Bay Buccaneers,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020cin,2005,2005-10-02,,,Cincinnati Bengals,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020oti,2005,2005-10-02,,,Tennessee Titans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020jax,2005,2005-10-02,,,Jacksonville Jaguars,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020nwe,2005,2005-10-02,,,New England Patriots,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020nor,2005,2005-10-02,,,New Orleans Saints,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020nyg,2005,2005-10-02,,,New York Giants,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020was,2005,2005-10-02,,,Washington Redskins,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020rav,2005,2005-10-02,,,Baltimore Ravens,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020rai,2005,2005-10-02,,,Oakland Raiders,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020kan,2005,2005-10-02,,,Kansas City Chiefs,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020atl,2005,2005-10-02,,,Atlanta Falcons,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510020crd,2005,2005-10-02,,,Arizona Cardinals,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510030car,2005,2005-10-03,,,Carolina Panthers,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090det,2005,2005-10-09,,,Detroit Lions,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090htx,2005,2005-10-09,,,Houston Texans,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090buf,2005,2005-10-09,,,Buffalo Bills,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090gnb,2005,2005-10-09,,,Green Bay Packers,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090ram,2005,2005-10-09,,,St. Louis Rams,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090cle,2005,2005-10-09,,,Cleveland Browns,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090nyj,2005,2005-10-09,,,New York Jets,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090atl,2005,2005-10-09,,,Atlanta Falcons,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090sfo,2005,2005-10-09,,,San Francisco 49ers,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090crd,2005,2005-10-09,,,Arizona Cardinals,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090dal,2005,2005-10-09,,,Dallas Cowboys,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090den,2005,2005-10-09,,,Denver Broncos,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510090jax,2005,2005-10-09,,,Jacksonville Jaguars,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510100sdg,2005,2005-10-10,,,San Diego Chargers,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160kan,2005,2005-10-16,,,Kansas City Chiefs,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160rav,2005,2005-10-16,,,Baltimore Ravens,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160tam,2005,2005-10-16,,,Tampa Bay Buccaneers,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160det,2005,2005-10-16,,,Detroit Lions,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160dal,2005,2005-10-16,,,Dallas Cowboys,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160pit,2005,2005-10-16,,,Pittsburgh Steelers,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160chi,2005,2005-10-16,,,Chicago Bears,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160nor,2005,2005-10-16,,,New Orleans Saints,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160oti,2005,2005-10-16,,,Tennessee Titans,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160rai,2005,2005-10-16,,,Oakland Raiders,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160buf,2005,2005-10-16,,,Buffalo Bills,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160den,2005,2005-10-16,,,Denver Broncos,New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510160sea,2005,2005-10-16,,,Seattle Seahawks,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510170clt,2005,2005-10-17,,,Indianapolis Colts,St. Louis Rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510210mia,2005,2005-10-21,,,Miami Dolphins,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230min,2005,2005-10-23,,,Minnesota Vikings,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230phi,2005,2005-10-23,,,Philadelphia Eagles,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230cin,2005,2005-10-23,,,Cincinnati Bengals,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230ram,2005,2005-10-23,,,St. Louis Rams,New Orleans Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230was,2005,2005-10-23,,,Washington Redskins,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230htx,2005,2005-10-23,,,Houston Texans,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230cle,2005,2005-10-23,,,Cleveland Browns,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230sea,2005,2005-10-23,,,Seattle Seahawks,Dallas Cowboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230chi,2005,2005-10-23,,,Chicago Bears,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230crd,2005,2005-10-23,,,Arizona Cardinals,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230rai,2005,2005-10-23,,,Oakland Raiders,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510230nyg,2005,2005-10-23,,,New York Giants,Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510240atl,2005,2005-10-24,,,Atlanta Falcons,New York Jets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300car,2005,2005-10-30,,,Carolina Panthers,Minnesota Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300htx,2005,2005-10-30,,,Houston Texans,Cleveland Browns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300dal,2005,2005-10-30,,,Dallas Cowboys,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300ram,2005,2005-10-30,,,St. Louis Rams,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300cin,2005,2005-10-30,,,Cincinnati Bengals,Green Bay Packers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300oti,2005,2005-10-30,,,Tennessee Titans,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300det,2005,2005-10-30,,,Detroit Lions,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300nyg,2005,2005-10-30,,,New York Giants,Washington Redskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300sdg,2005,2005-10-30,,,San Diego Chargers,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300nor,2005,2005-10-30,,,New Orleans Saints,Miami Dolphins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300sfo,2005,2005-10-30,,,San Francisco 49ers,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300den,2005,2005-10-30,,,Denver Broncos,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510300nwe,2005,2005-10-30,,,New England Patriots,Buffalo Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200510310pit,2005,2005-10-31,,,Pittsburgh Steelers,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060kan,2005,2005-11-06,,,Kansas City Chiefs,Oakland Raiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060jax,2005,2005-11-06,,,Jacksonville Jaguars,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060tam,2005,2005-11-06,,,Tampa Bay Buccaneers,Carolina Panthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060nyj,2005,2005-11-06,,,New York Jets,San Diego Chargers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060rav,2005,2005-11-06,,,Baltimore Ravens,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060mia,2005,2005-11-06,,,Miami Dolphins,Atlanta Falcons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060cle,2005,2005-11-06,,,Cleveland Browns,Tennessee Titans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060min,2005,2005-11-06,,,Minnesota Vikings,Detroit Lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060nor,2005,2005-11-06,,,New Orleans Saints,Chicago Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060crd,2005,2005-11-06,,,Arizona Cardinals,Seattle Seahawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060sfo,2005,2005-11-06,,,San Francisco 49ers,New York Giants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060gnb,2005,2005-11-06,,,Green Bay Packers,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511060was,2005,2005-11-06,,,Washington Redskins,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511070nwe,2005,2005-11-07,,,New England Patriots,Indianapolis Colts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511130jax,2005,2005-11-13,,,Jacksonville Jaguars,Baltimore Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511130buf,2005,2005-11-13,,,Buffalo Bills,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511130chi,2005,2005-11-13,,,Chicago Bears,San Francisco 49ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511130clt,2005,2005-11-13,,,Indianapolis Colts,Houston Texans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200511130det,2005,2005-11-13,,,Detroit Lions,Arizona Cardinals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
