game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200210060oti,First Downs,25,17,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Rush-Yds-TDs,30-156-1,15-59-1,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Cmp-Att-Yd-TD-INT,22-38-293-3-0,24-39-245-1-3,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Sacked-Yards,1-7,4-15,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Net Pass Yards,286,230,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Total Yards,442,289,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Fumbles-Lost,2-0,2-1,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Turnovers,0,4,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Penalties-Yards,7-46,7-46,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Third Down Conv.,8-14,2-11,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Fourth Down Conv.,0-0,1-2,Washington Redskins,Tennessee Titans,WAS,TEN
200210060oti,Time of Possession,34:12,25:48,Washington Redskins,Tennessee Titans,WAS,TEN
