game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200209290phi,First Downs,12,21,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Rush-Yds-TDs,24-91-0,29-102-2,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Cmp-Att-Yd-TD-INT,16-29-188-2-2,25-44-316-2-1,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Sacked-Yards,7-37,3-27,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Net Pass Yards,151,289,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Total Yards,242,391,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Fumbles-Lost,2-1,4-2,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Turnovers,3,3,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Penalties-Yards,11-83,4-32,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Third Down Conv.,3-15,8-17,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Fourth Down Conv.,1-2,1-1,Houston Texans,Philadelphia Eagles,HOU,PHI
200209290phi,Time of Possession,26:36,33:24,Houston Texans,Philadelphia Eagles,HOU,PHI
