game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200209300rav,First Downs,30,14,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Rush-Yds-TDs,21-97-2,30-84-1,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Cmp-Att-Yd-TD-INT,35-54-328-1-3,13-24-152-2-0,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Sacked-Yards,3-22,1-6,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Net Pass Yards,306,146,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Total Yards,403,230,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Fumbles-Lost,1-0,3-2,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Turnovers,3,2,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Penalties-Yards,9-91,9-62,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Third Down Conv.,5-14,3-13,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Fourth Down Conv.,1-1,0-0,Denver Broncos,Baltimore Ravens,DEN,BAL
200209300rav,Time of Possession,32:54,27:06,Denver Broncos,Baltimore Ravens,DEN,BAL
