game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200210200phi,First Downs,15,14,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Rush-Yds-TDs,21-81-0,34-159-1,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Cmp-Att-Yd-TD-INT,23-38-155-0-1,12-25-127-1-1,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Sacked-Yards,6-29,2-17,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Net Pass Yards,126,110,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Total Yards,207,269,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Fumbles-Lost,4-1,3-1,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Turnovers,2,2,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Penalties-Yards,7-59,8-56,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Third Down Conv.,3-13,4-14,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Fourth Down Conv.,0-0,0-0,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
200210200phi,Time of Possession,28:47,31:13,Tampa Bay Buccaneers,Philadelphia Eagles,TAM,PHI
