game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200209220chi,First Downs,18,21,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Rush-Yds-TDs,24-73-1,30-125-0,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Cmp-Att-Yd-TD-INT,22-34-233-3-1,26-40-236-2-1,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Sacked-Yards,1-4,1-8,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Net Pass Yards,229,228,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Total Yards,302,353,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Fumbles-Lost,3-2,2-1,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Turnovers,3,2,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Penalties-Yards,10-91,7-49,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Third Down Conv.,4-12,6-15,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Fourth Down Conv.,0-0,1-1,New Orleans Saints,Chicago Bears,NOR,CHI
200209220chi,Time of Possession,26:01,33:59,New Orleans Saints,Chicago Bears,NOR,CHI
