game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200210070chi,First Downs,20,20,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Rush-Yds-TDs,30-124-0,16-45-0,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Cmp-Att-Yd-TD-INT,22-33-359-3-0,27-50-353-3-3,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Sacked-Yards,3-26,3-18,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Net Pass Yards,333,335,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Total Yards,457,380,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Fumbles-Lost,3-1,2-1,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Turnovers,1,4,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Penalties-Yards,5-49,7-65,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Third Down Conv.,3-13,6-15,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Fourth Down Conv.,1-1,1-3,Green Bay Packers,Chicago Bears,GNB,CHI
200210070chi,Time of Possession,31:04,28:56,Green Bay Packers,Chicago Bears,GNB,CHI
