game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200209220den,First Downs,17,22,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Rush-Yds-TDs,14-39-1,32-163-1,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Cmp-Att-Yd-TD-INT,27-41-283-2-0,19-31-211-2-0,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Sacked-Yards,4-31,4-32,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Net Pass Yards,252,179,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Total Yards,291,342,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Fumbles-Lost,1-1,1-0,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Turnovers,1,0,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Penalties-Yards,10-82,9-64,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Third Down Conv.,6-14,3-13,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Fourth Down Conv.,0-0,1-2,Buffalo Bills,Denver Broncos,BUF,DEN
200209220den,Time of Possession,27:13,32:47,Buffalo Bills,Denver Broncos,BUF,DEN
