game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200209290cin,First Downs,17,11,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Rush-Yds-TDs,28-101-1,29-74-0,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Cmp-Att-Yd-TD-INT,19-30-277-3-2,12-33-117-0-1,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Sacked-Yards,2-15,3-23,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Net Pass Yards,262,94,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Total Yards,363,168,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Fumbles-Lost,2-1,2-1,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Turnovers,3,2,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Penalties-Yards,7-65,4-30,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Third Down Conv.,4-11,2-17,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Fourth Down Conv.,0-0,2-3,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
200209290cin,Time of Possession,31:22,28:38,Tampa Bay Buccaneers,Cincinnati Bengals,TAM,CIN
