game_id,stat,away_value,home_value,away_team,home_team,away_team_header,home_team_header
200211030atl,First Downs,15,14,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Rush-Yds-TDs,24-153-1,34-126-1,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Cmp-Att-Yd-TD-INT,14-28-229-1-1,12-24-136-0-1,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Sacked-Yards,6-42,3-21,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Net Pass Yards,187,115,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Total Yards,340,241,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Fumbles-Lost,2-1,2-0,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Turnovers,2,1,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Penalties-Yards,7-62,4-33,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Third Down Conv.,8-15,5-15,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Fourth Down Conv.,0-1,1-1,Baltimore Ravens,Atlanta Falcons,BAL,ATL
200211030atl,Time of Possession,28:18,31:42,Baltimore Ravens,Atlanta Falcons,BAL,ATL
